name,description,stars,forks,language,keywords,platform,package_manager_url,homepage,repository_url,status,rank
Python-EasyGraph,Easy Graph,74,11,Jupyter Notebook,,Pypi,https://pypi.org/project/Python-EasyGraph/,https://github.com/easy-graph/Easy-Graph,https://github.com/easy-graph/Easy-Graph,,10
nn-builder,Build neural networks in 1 line,102,12,Python,,Pypi,https://pypi.org/project/nn-builder/,https://github.com/p-christ/nn_builder,https://github.com/p-christ/nn_builder,,10
AxonDeepSeg,Python tool for automatic axon and myelin segmentation,85,18,Jupyter Notebook,"axon, convolutional-neural-networks, deep-learning, electron-microscopy, histology, machine-learning, microscopy, myelin, neuropoly, segmentation, spinalcord",Pypi,https://pypi.org/project/AxonDeepSeg/,https://github.com/neuropoly/axondeepseg,https://github.com/neuropoly/axondeepseg,,10
piscat,Interferometric scattering microscopy with Python,16,7,Jupyter Notebook,"data-analysis, microscopy-images, nano-particles, python",Pypi,https://pypi.org/project/piscat/,https://piscat.readthedocs.io/,https://github.com/SandoghdarLab/PiSCAT,,10
cma-es,Covariance Matrix Adaptation Evolution Strategy (CMA-ES) implemented with TensorFlow v2,18,5,Jupyter Notebook,"optimization, numerical-optimization, tensorflow, optimization-algorithms, python",Pypi,https://pypi.org/project/cma-es/,https://github.com/srom/cma-es,https://github.com/srom/cma-es,,10
picasso-viz,A CNN model visualizer,864,107,Python,"picasso, convolutional-neural-networks, keras, tensorflow, visualization",Pypi,https://pypi.org/project/picasso-viz/,https://github.com/merantix/picasso,https://github.com/merantix/picasso,,10
easy-tensorflow,Feature Pipelines for Keras preprocessing layers.,7,2,Python,"keras-tensorflow, tensorflow, tensorflow-examples",Pypi,https://pypi.org/project/easy-tensorflow/,https://github.com/fernandonieuwveldt/easyflow,https://github.com/fernandonieuwveldt/easyflow,,10
TensorFI,A fault injection tool for TensorFlow-based program,22,16,Python,"fault, injection, learning, machine, tensorflow",Pypi,https://pypi.org/project/TensorFI/,https://github.com/DependableSystemsLab/TensorFI,https://github.com/DependableSystemsLab/TensorFI,,10
hls4ml,Machine learning in FPGAs using HLS,737,289,C++,"fpga, hls, keras, machine-learning, onnx, python, pytorch, vivado, vivado-hls",Pypi,https://pypi.org/project/hls4ml/,https://github.com/hls-fpga-machine-learning/hls4ml,https://github.com/hls-fpga-machine-learning/hls4ml,,10
monk-keras-cpu,Monk Classification - CPU - backends - keras,424,167,Jupyter Notebook,"computervision, deeplearning, hacktoberfest, machinelearning, python3, study-roadmaps",Pypi,https://pypi.org/project/monk-keras-cpu/,https://github.com/Tessellate-Imaging/monk_v1,https://github.com/Tessellate-Imaging/monk_v1,,10
numericalpoissongeometry,A Python Numeric module for (local) calculus on Poisson manifolds,5,1,Python,,Pypi,https://pypi.org/project/numericalpoissongeometry/,https://github.com/appliedgeometry/NumericalPoissonGeometry,https://github.com/appliedgeometry/NumericalPoissonGeometry,,10
monk-cpu,"Monk Classification - CPU - backends - pytorch, keras, gluon",424,167,Jupyter Notebook,"computervision, deeplearning, hacktoberfest, machinelearning, python3, study-roadmaps",Pypi,https://pypi.org/project/monk-cpu/,https://github.com/Tessellate-Imaging/monk_v1,https://github.com/Tessellate-Imaging/monk_v1,,10
renn,Research tools for Reverse Engineering Neural Networks (RENN).,64,17,Jupyter Notebook,"deep-learning, interpretability, machine-learning",Pypi,https://pypi.org/project/renn/,https://github.com/google-research/reverse-engineering-neural-networks,https://github.com/google-research/reverse-engineering-neural-networks,,10
hmni,Fuzzy Name Matching with Machine Learning,39,5,Python,"fuzzy-matching, natural-language-processing, nlp, machine-learning, data-science, python, artificial-intelligence, ai",Pypi,https://pypi.org/project/hmni/,https://github.com/Christopher-Thornton/hmni,https://github.com/Christopher-Thornton/hmni,,10
h1st,Human-First AI (H1st),771,99,Jupyter Notebook,"automl, autonomous-vehicles, avionics, cold-start, collaboration, cybersecurity, data-science, datascience-environment, energy-optimization, ensemble-machine-learning, explainability, hacktoberfest, home-automation, human-in-the-loop, industrial-iot, predictive-maintenance, time-series, trustworthy-datascience",Pypi,https://pypi.org/project/h1st/,https://h1st.ai,https://github.com/h1st-ai/h1st,,10
wildbook-ia,Wildbook IA (WBIA) - Machine learning service for the WildBook project,22,9,Python,"wildbook, wildme, ibeis, ecological, wildlife, conservation, machine, learning, ai, hotspotter, detection, classification, animal, ID, re-id, re-identification, flukebook",Pypi,https://pypi.org/project/wildbook-ia/,https://github.com/WildMeOrg/wildbook-ia,https://github.com/WildMeOrg/wildbook-ia,,10
mltest,Testing framework to simplify writing ML unit tests.,124,12,Python,"testing, machine-learning",Pypi,https://pypi.org/project/mltest/,https://github.com/Thenerdstation/mltest,https://github.com/Thenerdstation/mltest,,10
libauc,LibAUC: A Deep Learning Library for X-Risk Optimization,183,27,TeX,"auprc, auroc, contrastive-learning, deep-learning, machine-learning, ndcg, optimization, pytorch, ranking-algorithm, self-supervised-learning",Pypi,https://pypi.org/project/libauc/,https://github.com/Optimization-AI/LibAUC,https://github.com/Optimization-AI/LibAUC,,10
pyqsp,Generate phase angles for quantum signal processing algorithms,24,10,Python,,Pypi,https://pypi.org/project/pyqsp/,https://github.com/ichuang/pyqsp,https://github.com/ichuang/pyqsp,,10
pvops,pvops is a python library for the analysis of field collected operational data for photovoltaic systems.,8,5,Python,,Pypi,https://pypi.org/project/pvops/,https://github.com/sandialabs/pvops,https://github.com/sandialabs/pvops,,10
uncertainty-baselines,Uncertainty Baselines,1056,151,Python,"probabilistic, programming, tensorflow, machine, learning, bayesian-methods, data-science, deep-learning, machine-learning, neural-networks, probabilistic-programming, statistics",Pypi,https://pypi.org/project/uncertainty-baselines/,http://github.com/google/uncertainty-baselines,https://github.com/google/uncertainty-baselines,,10
tsod,Time series anomaly detection.,102,9,Python,"outlier-detection, python, research, time-series",Pypi,https://pypi.org/project/tsod/,https://github.com/DHI/tsod,https://github.com/DHI/tsod,,10
keras-complex,Complex values in Keras,107,43,Python,"Machine, Learning, Deep, Complex, Numbers, Keras, TensorFlow, cnn, complex-numbers, convolutional-neural-networks, deep-learning, keras-tensorflow, neural-network",Pypi,https://pypi.org/project/keras-complex/,,https://github.com/JesperDramsch/keras-complex,,10
segmentation-models-3D,Set of Keras models for segmentation of 3D volumes .,44,15,Python,,Pypi,https://pypi.org/project/segmentation-models-3D/,https://github.com/ZFTurbo/segmentation_models_3D,https://github.com/ZFTurbo/segmentation_models_3D,,10
alfabet,A library to estimate bond dissociation energies (BDEs) of organic molecules,39,14,Python,,Pypi,https://pypi.org/project/alfabet/,https://github.com/NREL/alfabet,https://github.com/NREL/alfabet,,10
mdai,MD.ai Python client library,24,11,Python,,Pypi,https://pypi.org/project/mdai/,https://github.com/mdai/mdai-client-py,https://github.com/mdai/mdai-client-py,,10
textgen,Text Generation Model,184,34,Python,"textgen, text-generation, Text, Generation, Tool, ernie-gen, chinese, bart, bert, gpt2, seq2seq, t5, xlnet",Pypi,https://pypi.org/project/textgen/,https://github.com/shibing624/textgen,https://github.com/shibing624/textgen,,10
ocrd-cor-asv-ann,sequence-to-sequence translator for noisy channel error correction,10,3,Python,"ocr-d, ocr-d-mp",Pypi,https://pypi.org/project/ocrd-cor-asv-ann/,https://github.com/ASVLeipzig/cor-asv-ann,https://github.com/ASVLeipzig/cor-asv-ann,,10
pau,Pade Activation Unit,40,6,Python,,Pypi,https://pypi.org/project/pau/,https://github.com/ml-research/pau,https://github.com/ml-research/pau,,10
text-gen,build a text generation model,58,7,Jupyter Notebook,"python, tensorflow, text-analysis, text-generation, pytorch, lstm-neural-networks, text-gen",Pypi,https://pypi.org/project/text-gen/,https://github.com/Emekaborisama/textgen,https://github.com/Emekaborisama/textgen,,10
tf-madgrad,A tf.keras implementation of the MADGRAD optimization algorithm,19,4,Python,"facebookai, optimization-algorithms, tensorflow",Pypi,https://pypi.org/project/tf-madgrad/,https://github.com/DarshanDeshpande/tf-madgrad,https://github.com/DarshanDeshpande/tf-madgrad,,10
deepflash2,A Deep learning pipeline for segmentation of fluorescent labels in microscopy images,40,7,Jupyter Notebook,"unet, deep, learning, semantic, segmentation, microscopy, fluorescent, labels, bioimage-analysis, deep-learning, fastai, pytorch",Pypi,https://pypi.org/project/deepflash2/,https://github.com/matjesg/deepflash2,https://github.com/matjesg/deepflash2,,10
sbnltk,Bangla NLP toolkit,10,1,Python,"bangla-ner, bangla-postag, bangla-stemmer, bangla-translator, bangla-word-embedding, bert",Pypi,https://pypi.org/project/sbnltk/,https://github.com/Foysal87/sbnltk,https://github.com/Foysal87/sbnltk,,10
brainlit,Code to process and analyze brainlit data,15,16,Python,"neuroimaging, neuroscience, python",Pypi,https://pypi.org/project/brainlit/,https://github.com/neurodata/brainlit,https://github.com/neurodata/brainlit,,10
face-detection-tflite,A Python port of Google MediaPipe Face Detection modules,35,9,Python,"AI, face-detection, tensorflow, tflite, face-landmarks, iris-detection, face-mesh, machine-learning, tensorflow-lite, tensorflow-models",Pypi,https://pypi.org/project/face-detection-tflite/,https://github.com/patlevin/face-detection-tflite,https://github.com/patlevin/face-detection-tflite,,10
librec-auto,The librec-auto project aims to automate recommender system experiments using LibRec.,19,7,Python,,Pypi,https://pypi.org/project/librec-auto/,https://github.com/that-recsys-lab/librec-auto,https://github.com/that-recsys-lab/librec-auto,,10
mesmerize,Calcium imaging analysis platform,37,14,Python,"caiman, calcium-imaging, calcium-imaging-analysis, interactive-visualizations, neuroscience, plotting, pypi-package, signal-processing",Pypi,https://pypi.org/project/mesmerize/,https://github.com/kushalkolar/MESmerize,https://github.com/kushalkolar/MESmerize,,10
nomeroff-net-test,Automatic numberplate recognition system,363,126,Python,"Nomeroff, Net, ai, Mask_RCNN, OCR, GRU, opensource, license, number, plate, recognition, licenseplate, numberplate, license-plate, number-plate, ria-com, RIA, com",Pypi,https://pypi.org/project/nomeroff-net-test/,https://github.com/ria-com/nomeroff-net,https://github.com/ria-com/nomeroff-net,,10
tensorflow-encrypted,Layer on top of TensorFlow for doing machine learning on encrypted data.,1090,199,Python,"confidential-computing, cryptography, deep-learning, machine-learning, privacy, secure-computation, tensorflow",Pypi,https://pypi.org/project/tensorflow-encrypted/,https://github.com/mortendahl/tf-encrypted,https://github.com/mortendahl/tf-encrypted,,10
alphapy,AlphaPy: A Machine Learning Pipeline for Speculators,849,169,Python,"classification, cryptocurrency, data-science, deep-learning, iex, keras, machine-learning, pandas, portfolio, predictive-analytics, python, regression, scikit-learn, sports, stocks, tensorflow, time-series-analysis, trading, trading-platform, trading-strategies",Pypi,https://pypi.org/project/alphapy/,https://github.com/ScottFreeLLC/AlphaPy,https://github.com/ScottFreeLLC/AlphaPy,,10
vak,a neural network toolbox for animal vocalizations and bioacoustics,42,12,Python,"animal-communication, animal-vocalizations, bioacoustic-analysis, bioacoustics, birdsong, python, python3, pytorch, spectrograms, speech-processing, torch, torchvision, vocalizations",Pypi,https://pypi.org/project/vak/,https://vak.readthedocs.io,https://github.com/vocalpy/vak,,10
recsim,RecSim: A Configurable Recommender Systems Simulation Platform,674,124,Python,"recsim, reinforcement-learning, recommender-system, simulation, artificial-intelligence, google, machine-learning, tensorflow",Pypi,https://pypi.org/project/recsim/,https://github.com/google-research/recsim,https://github.com/google-research/recsim,,10
visual-search-nets,neural network models of visual search behavior,4,0,Python,,Pypi,https://pypi.org/project/visual-search-nets/,https://github.com/NickleDave/visual-search-nets,https://github.com/NickleDave/visual-search-nets,,10
tensorrec,A TensorFlow recommendation algorithm and framework in Python.,804,141,Python,"machine-learning, tensorflow, recommendation-system, python, recommender-system, framework, recommendation-algorithm",Pypi,https://pypi.org/project/tensorrec/,https://github.com/jfkirk/tensorrec,https://github.com/jfkirk/tensorrec,,10
fringe,Python implementation of computational optical propagation and digital holography.,7,0,Python,"diffraction, angular, spectrum, holography, holograms, phase, recovery, angular-spectrum, coherent-propagation, python",Pypi,https://pypi.org/project/fringe/,https://github.com/farhadnkm/fringe,https://github.com/farhadnkm/fringe,,10
lale,Library for Semi-Automated Data Science,298,74,Python,"artificial-intelligence, automated-machine-learning, automl, data-science, dataquality, hyperparameter-optimization, hyperparameter-search, hyperparameter-tuning, ibm-research, ibm-research-ai, interoperability, machine-learning, pipeline-testing, pipeline-tests, python, scikit-learn",Pypi,https://pypi.org/project/lale/,https://github.com/IBM/lale,https://github.com/IBM/lale,,10
scikit-datasets,Scikit-learn-compatible datasets,13,4,Python,"scikit-learn, datasets, repository, benchmark, Python",Pypi,https://pypi.org/project/scikit-datasets/,,https://github.com/daviddiazvico/scikit-datasets,,10
